,Knowledge ID #,Citation #,Reference,Reference Type,Reference Rank
1400,141,1,"Yang, Y. C., Boen, C., Gerken, K., Li, T., Schorpp, K., & Harris, K. M. (2016). Social relationships and physiological determinants of longevity across the human life span. Proceedings of the National Academy of Sciences of the United States of America, 113(3), 578–583. https://doi.org/10.1073/pnas.1511085112",Journal Article,1
1410,142,1,"Yang, Y. C., Boen, C., Gerken, K., Li, T., Schorpp, K., & Harris, K. M. (2016). Social relationships and physiological determinants of longevity across the human life span. Proceedings of the National Academy of Sciences of the United States of America, 113(3), 578–583. https://doi.org/10.1073/pnas.1511085112",Journal Article,1
1420,143,1,"Baxter, J., She’ Ierly, S. M., Eby, C., Mason, L., Cortese, C. F., & Hamman, R. F. (1998). Social Network Factors Associated with Perceived Quality of Life: The San Luis Valley Health and Aging Study. Journal of Aging and Health, 10(3), 287–310. https://doi.org/10.1177/089826439801000302",Journal Article,1
1421,143,2,"Chan, Y. K., & Lee, R. P. (2006). Network size, social support and happiness in later life: A comparative study of Beijing and Hong Kong. Journal of Happiness Studies, 7(1), 87-112.",Journal Article,1
1422,143,3,"Heinze, J. E., Kruger, D. J., Reischl, T. M., Cupal, S., & Zimmerman, M. A. (2015). Relationships Among Disease, Social Support, and Perceived Health: A Lifespan Approach. American journal of community psychology, 56(3-4), 268–279. https://doi.org/10.1007/s10464-015-9758-3",Journal Article,1
1423,143,4,"Ozbay, F., Johnson, D. C., Dimoulas, E., Morgan, C. A., Charney, D., & Southwick, S. (2007). Social support and resilience to stress: from neurobiology to clinical practice. Psychiatry (Edgmont (Pa. : Township)), 4(5), 35–40.",Journal Article,1
1424,143,5,"Teo AR, Choi H, Valenstein M (2013) Social Relationships and Depression: Ten-Year Follow-Up from a Nationally Representative Study. PLoS ONE 8(4): e62396. https://doi.org/10.1371/journal.pone.0062396",Journal Article,1
1470,148,1,"Cho, J. R., Joo, E. Y., Koo, D. L., & Hong, S. B. (2013). Let there be no light: the effect of bedside light on sleep quality and background electroencephalographic rhythms. Sleep medicine, 14(12), 1422–1425. https://doi.org/10.1016/j.sleep.2013.09.007",Journal Article,1
1471,148,2,"Tähkämö, L., Partonen, T., & Pesonen, A. K. (2019). Systematic review of light exposure impact on human circadian rhythm. Chronobiology international, 36(2), 151–170. https://doi.org/10.1080/07420528.2018.1527773",Journal Article,1
1480,149,1,"Haghayegh, S., Khoshnevis, S., Smolensky, M. H., Diller, K. R., & Castriotta, R. J. (2019). Before-bedtime passive body heating by warm shower or bath to improve sleep: A systematic review and meta-analysis. Sleep medicine reviews, 46, 124–135. https://doi.org/10.1016/j.smrv.2019.04.008",Journal Article,1
1500,151,1,"Meredith, G. R., Rakow, D. A., Eldermire, E., Madsen, C. G., Shelley, S. P., & Sachs, N. A. (2020). Minimum Time Dose in Nature to Positively Impact the Mental Health of College-Aged Students, and How to Measure It: A Scoping Review. Frontiers in psychology, 10, 2942. https://doi.org/10.3389/fpsyg.2019.02942",Journal Article,1
1501,151,2,"Hunter, M. R., Gillespie, B. W., & Chen, S. Y. (2019). Urban Nature Experiences Reduce Stress in the Context of Daily Life Based on Salivary Biomarkers. Frontiers in psychology, 10, 722. https://doi.org/10.3389/fpsyg.2019.00722",Journal Article,1
1502,151,3,"Shuda, Q., Bougoulias, M. E., & Kass, R. (2020). Effect of nature exposure on perceived and physiologic stress: A systematic review. Complementary therapies in medicine, 53, 102514. https://doi.org/10.1016/j.ctim.2020.102514",Journal Article,1
1510,152,1,"Gould van Praag, C. D., Garfinkel, S. N., Sparasci, O., Mees, A., Philippides, A. O., Ware, M., Ottaviani, C., & Critchley, H. D. (2017). Mind-wandering and alterations to default mode network connectivity when listening to naturalistic versus artificial sounds. Scientific reports, 7, 45273. https://doi.org/10.1038/srep45273",Journal Article,1
1520,153,1,"Barr, S. B., & Wright, J. C. (2010). Postprandial energy expenditure in whole-food and processed-food meals: implications for daily energy expenditure. Food & nutrition research, 54, 10.3402/fnr.v54i0.5144. https://doi.org/10.3402/fnr.v54i0.5144",Journal Article,1
1570,158,1,"Guest, N. S., VanDusseldorp, T. A., Nelson, M. T., Grgic, J., Schoenfeld, B. J., Jenkins, N., Arent, S. M., Antonio, J., Stout, J. R., Trexler, E. T., Smith-Ryan, A. E., Goldstein, E. R., Kalman, D. S., & Campbell, B. I. (2021). International society of sports nutrition position stand: caffeine and exercise performance. Journal of the International Society of Sports Nutrition, 18(1), 1. https://doi.org/10.1186/s12970-020-00383-4",Journal Article,1
1590,160,1,"Nicholl, A., Deering, K. E., Evelegh, K., Lyons-Wall, P., Lawrence, D., Mori, T. A., Kratz, M., & O'Sullivan, T. A. (2021). Whole-fat dairy products do not adversely affect adiposity or cardiometabolic risk factors in children in the Milky Way Study: a double-blind randomized controlled pilot study. The American journal of clinical nutrition, nqab288. Advance online publication. https://doi.org/10.1093/ajcn/nqab288",Journal Article,1
1610,162,1,"Hazell, T. J., Islam, H., Townsend, L. K., Schmale, M. S., & Copeland, J. L. (2016). Effects of exercise intensity on plasma concentrations of appetite-regulating hormones: Potential mechanisms. Appetite, 98, 80–88. https://doi.org/10.1016/j.appet.2015.12.016",Journal Article,1
1611,162,2,"Islam, H., Townsend, L. K., McKie, G. L., Medeiros, P. J., Gurd, B. J., & Hazell, T. J. (2017). Potential involvement of lactate and interleukin-6 in the appetite-regulatory hormonal response to an acute exercise bout. Journal of applied physiology (Bethesda, Md. : 1985), 123(3), 614–623. https://doi.org/10.1152/japplphysiol.00218.2017",Journal Article,1
1612,162,3,"Freitas, M. C., Ricci-Vitor, A. L., de Oliveira, J., Quizzini, G. H., Vanderlei, L., Silva, B., Zanchi, N. E., Cholewa, J. M., Lira, F. S., & Rossi, F. E. (2021). Appetite Is Suppressed After Full-Body Resistance Exercise Compared With Split-Body Resistance Exercise: The Potential Influence of Lactate and Autonomic Modulation. Journal of strength and conditioning research, 35(9), 2532–2540. https://doi.org/10.1519/JSC.0000000000003192",Journal Article,1
1613,162,4,"Panissa, V., Julio, U. F., Hardt, F., Kurashima, C., Lira, F. S., Takito, M. Y., & Franchini, E. (2016). Effect of exercise intensity and mode on acute appetite control in men and women. Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme, 41(10), 1083–1091. https://doi.org/10.1139/apnm-2016-0172",Journal Article,1
1630,164,1,"Singh, B., & Toohey, K. (2021). The effect of exercise for improving bone health in cancer survivors - A systematic review and meta-analysis. Journal of science and medicine in sport, S1440-2440(21)00203-6. Advance online publication. https://doi.org/10.1016/j.jsams.2021.08.008",Journal Article,1
1670,168,1,"Murphy, C., & Koehler, K. (2021). Energy deficiency impairs resistance training gains in lean mass but not strength: A meta-analysis and meta-regression. Scandinavian journal of medicine & science in sports, 10.1111/sms.14075. Advance online publication. https://doi.org/10.1111/sms.14075",Journal Article,1
1680,169,1,"Reina-Gutiérrez, S., Cavero-Redondo, I., Martínez-Vizcaíno, V., Núñez de Arenas-Arroyo, S., López-Muñoz, P., Álvarez-Bueno, C., Guzmán-Pavón, M. J., & Torres-Costoso, A. (2021). The type of exercise most beneficial for quality of life in people with multiple sclerosis: a network meta-analysis. Annals of physical and rehabilitation medicine, 101578. Advance online publication. https://doi.org/10.1016/j.rehab.2021.101578",Journal Article,1
1690,170,1,"Murphy, C., & Koehler, K. (2021). Energy deficiency impairs resistance training gains in lean mass but not strength: A meta-analysis and meta-regression. Scandinavian journal of medicine & science in sports, 10.1111/sms.14075. Advance online publication. https://doi.org/10.1111/sms.14075",Journal Article,1
1700,171,1,"Neal, B., Wu, Y., Feng, X., Zhang, R., Zhang, Y., Shi, J., Zhang, J., Tian, M., Huang, L., Li, Z., Yu, Y., Zhao, Y., Zhou, B., Sun, J., Liu, Y., Yin, X., Hao, Z., Yu, J., Li, K. C., Zhang, X., … Elliott, P. (2021). Effect of Salt Substitution on Cardiovascular Events and Death. The New England journal of medicine, 385(12), 1067–1077. https://doi.org/10.1056/NEJMoa2105675",Journal Article,1
1710,172,1,"Appel, L. J., Moore, T. J., Obarzanek, E., Vollmer, W. M., Svetkey, L. P., Sacks, F. M., Bray, G. A., Vogt, T. M., Cutler, J. A., Windhauser, M. M., Lin, P. H., & Karanja, N. (1997). A clinical trial of the effects of dietary patterns on blood pressure. DASH Collaborative Research Group. The New England journal of medicine, 336(16), 1117–1124. https://doi.org/10.1056/NEJM199704173361601",Journal Article,1
1711,172,2,"Nakamura, M., & Ojima, T. (2016). A modified DASH diet is one possible solution for overcoming the unfavorable link between vegetable and salt intake in the Japanese diet. Hypertension research : official journal of the Japanese Society of Hypertension, 39(11), 756–757. https://doi.org/10.1038/hr.2016.83",Journal Article,1
1712,172,3,"Zou, P., Dennis, C. L., Lee, R., & Parry, M. (2017). Dietary Approach to Stop Hypertension with Sodium Reduction for Chinese Canadians (DASHNa-CC): A Pilot Randomized Controlled Trial. The journal of nutrition, health & aging, 21(10), 1225–1232. https://doi.org/10.1007/s12603-016-0861-4",Journal Article,1
1713,172,4,"Guo, R., Li, N., Yang, R., Liao, X. Y., Zhang, Y., Zhu, B. F., Zhao, Q., Chen, L., Zhang, Y. G., & Lei, Y. (2021). Effects of the Modified DASH Diet on Adults With Elevated Blood Pressure or Hypertension: A Systematic Review and Meta-Analysis. Frontiers in nutrition, 8, 725020. https://doi.org/10.3389/fnut.2021.725020",Journal Article,1
1714,172,5,"Juraschek, S. P., Woodward, M., Sacks, F. M., Carey, V. J., Miller, E. R., 3rd, & Appel, L. J. (2017). Time Course of Change in Blood Pressure From Sodium Reduction and the DASH Diet. Hypertension (Dallas, Tex. : 1979), 70(5), 923–929. https://doi.org/10.1161/HYPERTENSIONAHA.117.10017",Journal Article,1
1720,173,1,"Gaesser, G. A., & Angadi, S. S. (2021). Obesity treatment: Weight loss versus increasing fitness and physical activity for reducing health risks. iScience, 24(10), 102995. https://doi.org/10.1016/j.isci.2021.102995",Journal Article,1
1730,174,1,"Wardenaar, F. C., Thompsett, D., Vento, K. A., & Bacalzo, D. (2021). A lavatory urine color (LUC) chart method can identify hypohydration in a physically active population. European journal of nutrition, 60(5), 2795–2805. https://doi.org/10.1007/s00394-020-02460-5",Journal Article,1
1731,174,2,"Wardenaar, F. C., Thompsett, D., Vento, K. A., Pesek, K., & Bacalzo, D. (2021). Athletes' Self-Assessment of Urine Color Using Two Color Charts to Determine Urine Concentration. International journal of environmental research and public health, 18(8), 4126. https://doi.org/10.3390/ijerph18084126",Journal Article,1
1732,174,3,"Kostelnik, Samantha & Davy, Kevin & Hedrick, Valisa & Thomas, D. & Davy, Brenda. (2020). The Validity of Urine Color as a Hydration Biomarker within the General Adult Population and Athletes: A Systematic Review. Journal of the American College of Nutrition. 40. 1-8. 10.1080/07315724.2020.1750073. ",Journal Article,1
1740,175,1,"Wirtz, D., Tucker, A., Briggs, C., & Schoemann, A. M. (2021). How and why social media affect subjective well-being: Multi-site use and social comparison as predictors of change across time. Journal of Happiness Studies, 22(4), 1673-1691.",Journal Article,1
1741,175,2,"Karim, F., Oyewande, A. A., Abdalla, L. F., Chaudhry Ehsanullah, R., & Khan, S. (2020). Social Media Use and Its Connection to Mental Health: A Systematic Review. Cureus, 12(6), e8627. https://doi.org/10.7759/cureus.8627",Journal Article,1
1742,175,3,"Seabrook, E. M., Kern, M. L., & Rickard, N. S. (2016). Social Networking Sites, Depression, and Anxiety: A Systematic Review. JMIR mental health, 3(4), e50. https://doi.org/10.2196/mental.5842",Journal Article,1
1750,176,1,"	2. Andreassen, C. S., Torsheim, T., & Pallesen, S. (2014). Use of Online Social Network Sites for Personal Purposes at Work: Does it Impair Self-Reported Performance? Comprehensive Psychology. https://doi.org/10.2466/01.21.CP.3.18",Journal Article,1
1751,176,2,"	3. Schmidt, S. J. (2020). Distracted learning: Big problem and golden opportunity. Journal of Food Science Education, 19(4), 278-291.",Journal Article,1
1752,176,3,"	Berthon, P., Pitt, L., & Campbell, C. (2019). Addictive De-Vices: A Public Policy Analysis of Sources and Solutions to Digital Addiction. Journal of Public Policy & Marketing, 38(4), 451–468. https://doi.org/10.1177/0743915619859852",Journal Article,1
1760,177,1,"Mathiesen, S. L., Mielby, L. A., Byrne, D. V., & Wang, Q. J. (2020). Music to eat by: A systematic investigation of the relative importance of tempo and articulation on eating time. Appetite, 155, 104801. https://doi.org/10.1016/j.appet.2020.104801",Journal Article,1
1761,177,2,"Mathiesen, S. L., Hopia, A., Ojansivu, P., Byrne, D. V., & Wang, Q. J. (2022). The sound of silence: Presence and absence of sound affects meal duration and hedonic eating experience. Appetite, 174, 106011. https://doi.org/10.1016/j.appet.2022.106011",Journal Article,1
1770,178,1,"Tudor-Locke, C., Craig, C. L., Brown, W. J., Clemes, S. A., De Cocker, K., Giles-Corti, B., Hatano, Y., Inoue, S., Matsudo, S. M., Mutrie, N., Oppert, J. M., Rowe, D. A., Schmidt, M. D., Schofield, G. M., Spence, J. C., Teixeira, P. J., Tully, M. A., & Blair, S. N. (2011). How many steps/day are enough? For adults. The international journal of behavioral nutrition and physical activity, 8, 79. https://doi.org/10.1186/1479-5868-8-79",Journal Article,1
1780,179,1,"Tudor-Locke, C., Craig, C. L., Brown, W. J., Clemes, S. A., De Cocker, K., Giles-Corti, B., Hatano, Y., Inoue, S., Matsudo, S. M., Mutrie, N., Oppert, J. M., Rowe, D. A., Schmidt, M. D., Schofield, G. M., Spence, J. C., Teixeira, P. J., Tully, M. A., & Blair, S. N. (2011). How many steps/day are enough? For adults. The international journal of behavioral nutrition and physical activity, 8, 79. https://doi.org/10.1186/1479-5868-8-79",Journal Article,1
1781,179,2,"Paluch, A. E., Gabriel, K. P., Fulton, J. E., Lewis, C. E., Schreiner, P. J., Sternfeld, B., Sidney, S., Siddique, J., Whitaker, K. M., & Carnethon, M. R. (2021). Steps per Day and All-Cause Mortality in Middle-aged Adults in the Coronary Artery Risk Development in Young Adults Study. JAMA network open, 4(9), e2124516. https://doi.org/10.1001/jamanetworkopen.2021.24516",Journal Article,1
